[16:09:42] INFO     Adding `Q_J_CR2032_BS_6_1:BAT-TH_CR2032-BS-6-1` as `blah.b1` (B1)                                                                                                                                                                                                                                                                                                                                                                                                                               
           INFO     Removing net `blah-net-9`                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Removing net `blah-net-2`                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Removing net `blah-net-10`                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
           INFO     Removing net `blah-net-11`                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
           INFO     Removing net `blah-net-3`                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Removing net `blah-net-4`                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Removing net `blah-net-5`                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Removing net `blah-net-6`                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Positioning 0 footprints                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
           INFO     Applying routes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
           INFO     Backing up layout to /Users/glovepost/Projects/aertactx-dogtracker/build/builds/example/example.20260109-160942.kicad_pcb                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Updating layout /Users/glovepost/Projects/aertactx-dogtracker/layouts/example/example.kicad_pcb                                                                                                                                                                                                                                                                                                                                                                                                 
[16:09:43] DEBUG    Updating group blah                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
