[15:47:16] INFO     Adding `YAGEO_CC0603KRX7R9BB104:C0603` as `c1` (C3)                                                                                                                                                                                                                                                                                                                                                                                                                                             
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 50.0, "max": 50.0}}]}}, "unit": "volt"}}` to `c7` (C9)                                                                                                                                                                                                                                            
           INFO     Adding `PARAM_temperature_coefficient`=`{"type": "EnumSet", "data": {"elements": [{"name": "X7R"}], "enum": {"name": "TemperatureCoefficient", "values": {"Y5V": 1, "Z5U": 2, "X7S": 3, "X5R": 4, "X6R": 5, "X7R": 6, "X8R": 7, "C0G": 8}}}}` to `c7` (C9)                                                                                                                                                                                                                                      
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2211101700_YAGEO-CC0603KRX7R9BB104_C14663.pdf` to `c7` (C9)                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Updating `Reference`->`C9` on `c7` (C9)                                                                                                                                                                                                                                                                                                                                                                                                                                                         
           INFO     Updating `Value`->`100nF ±10% 50V X7R` on `c7` (C9)                                                                                                                                                                                                                                                                                                                                                                                                                                             
           INFO     Adding `atopile_address`=`c7` to `c7` (C9)                                                                                                                                                                                                                                                                                                                                                                                                                                                      
           INFO     Adding `YAGEO_CC0603KRX7R9BB104:C0603` as `c8` (C10)                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `LCSC`=`C14663` to `c8` (C10)                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `Manufacturer`=`YAGEO` to `c8` (C10)                                                                                                                                                                                                                                                                                                                                                                                                                                                     
           INFO     Adding `Partnumber`=`CC0603KRX7R9BB104` to `c8` (C10)                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_capacitance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9e-08, "max": 1.1e-07}}]}}, "unit": "farad"}}` to `c8` (C10)                                                                                                                                                                                                                                 
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 50.0, "max": 50.0}}]}}, "unit": "volt"}}` to `c8` (C10)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_temperature_coefficient`=`{"type": "EnumSet", "data": {"elements": [{"name": "X7R"}], "enum": {"name": "TemperatureCoefficient", "values": {"Y5V": 1, "Z5U": 2, "X7S": 3, "X5R": 4, "X6R": 5, "X7R": 6, "X8R": 7, "C0G": 8}}}}` to `c8` (C10)                                                                                                                                                                                                                                     
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2211101700_YAGEO-CC0603KRX7R9BB104_C14663.pdf` to `c8` (C10)                                                                                                                                                                                                                                                                                                                                                                  
           INFO     Updating `Reference`->`C10` on `c8` (C10)                                                                                                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Updating `Value`->`100nF ±10% 50V X7R` on `c8` (C10)                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `atopile_address`=`c8` to `c8` (C10)                                                                                                                                                                                                                                                                                                                                                                                                                                                     
           INFO     Adding `YAGEO_CC0603KRX7R9BB104:C0603` as `c9` (C11)                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `LCSC`=`C14663` to `c9` (C11)                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `Manufacturer`=`YAGEO` to `c9` (C11)                                                                                                                                                                                                                                                                                                                                                                                                                                                     
           INFO     Adding `Partnumber`=`CC0603KRX7R9BB104` to `c9` (C11)                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_capacitance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9e-08, "max": 1.1e-07}}]}}, "unit": "farad"}}` to `c9` (C11)                                                                                                                                                                                                                                 
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 50.0, "max": 50.0}}]}}, "unit": "volt"}}` to `c9` (C11)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_temperature_coefficient`=`{"type": "EnumSet", "data": {"elements": [{"name": "X7R"}], "enum": {"name": "TemperatureCoefficient", "values": {"Y5V": 1, "Z5U": 2, "X7S": 3, "X5R": 4, "X6R": 5, "X7R": 6, "X8R": 7, "C0G": 8}}}}` to `c9` (C11)                                                                                                                                                                                                                                     
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2211101700_YAGEO-CC0603KRX7R9BB104_C14663.pdf` to `c9` (C11)                                                                                                                                                                                                                                                                                                                                                                  
           INFO     Updating `Reference`->`C11` on `c9` (C11)                                                                                                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Updating `Value`->`100nF ±10% 50V X7R` on `c9` (C11)                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `atopile_address`=`c9` to `c9` (C11)                                                                                                                                                                                                                                                                                                                                                                                                                                                     
           INFO     Adding `Murata_Electronics_LQM18FN100M00D:L0603` as `l1` (L1)                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding `LCSC`=`C86083` to `l1` (L1)                                                                                                                                                                                                                                                                                                                                                                                                                                                             
           INFO     Adding `Manufacturer`=`Murata Electronics` to `l1` (L1)                                                                                                                                                                                                                                                                                                                                                                                                                                         
           INFO     Adding `Partnumber`=`LQM18FN100M00D` to `l1` (L1)                                                                                                                                                                                                                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_dc_resistance`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 1.17, "max": 1.17}}]}}, "unit": "ohm"}}` to `l1` (L1)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_inductance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 7.99999997e-06, "max": 1.200000003e-05}}]}}, "unit": "henry"}}` to `l1` (L1)                                                                                                                                                                                                                  
           INFO     Adding `PARAM_max_current`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.05, "max": 0.05}}]}}, "unit": "ampere"}}` to `l1` (L1)                                                                                                                                                                                                                                          
           INFO     Adding `PARAM_saturation_current`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.05, "max": 0.05}}]}}, "unit": "ampere"}}` to `l1` (L1)                                                                                                                                                                                                                                   
           INFO     Adding `PARAM_self_resonant_frequency`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 30000000.0, "max": 30000000.0}}]}}, "unit": "hertz"}}` to `l1` (L1)                                                                                                                                                                                                                   
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2304140030_Murata-Electronics-LQM18FN100M00D_C86083.pdf` to `l1` (L1)                                                                                                                                                                                                                                                                                                                                                         
           INFO     Updating `Reference`->`L1` on `l1` (L1)                                                                                                                                                                                                                                                                                                                                                                                                                                                         
           INFO     Updating `Value`->`10µH ±20% 30MHz 50mA 1.17Ω` on `l1` (L1)                                                                                                                                                                                                                                                                                                                                                                                                                                     
           INFO     Adding `atopile_address`=`l1` to `l1` (L1)                                                                                                                                                                                                                                                                                                                                                                                                                                                      
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r1` (R1)                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `LCSC`=`C25804` to `r1` (R1)                                                                                                                                                                                                                                                                                                                                                                                                                                                             
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r1` (R1)                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r1` (R1)                                                                                                                                                                                                                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r1` (R1)                                                                                                                                                                                                                                                
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r1` (R1)                                                                                                                                                                                                                                            
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r1` (R1)                                                                                                                                                                                                              
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r1` (R1)                                                                                                                                                                                                                                                                                                                                                    
           INFO     Updating `Reference`->`R1` on `r1` (R1)                                                                                                                                                                                                                                                                                                                                                                                                                                                         
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r1` (R1)                                                                                                                                                                                                                                                                                                                                                                                                                                                 
           INFO     Adding `atopile_address`=`r1` to `r1` (R1)                                                                                                                                                                                                                                                                                                                                                                                                                                                      
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r10` (R3)                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `LCSC`=`C25804` to `r10` (R3)                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r10` (R3)                                                                                                                                                                                                                                                                                                                                                                                                                                  
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r10` (R3)                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r10` (R3)                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r10` (R3)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r10` (R3)                                                                                                                                                                                                             
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r10` (R3)                                                                                                                                                                                                                                                                                                                                                   
           INFO     Updating `Reference`->`R3` on `r10` (R3)                                                                                                                                                                                                                                                                                                                                                                                                                                                        
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r10` (R3)                                                                                                                                                                                                                                                                                                                                                                                                                                                
           INFO     Adding `atopile_address`=`r10` to `r10` (R3)                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r11` (R4)                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `LCSC`=`C25804` to `r11` (R4)                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r11` (R4)                                                                                                                                                                                                                                                                                                                                                                                                                                  
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r11` (R4)                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r11` (R4)                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r11` (R4)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r11` (R4)                                                                                                                                                                                                             
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r11` (R4)                                                                                                                                                                                                                                                                                                                                                   
           INFO     Updating `Reference`->`R4` on `r11` (R4)                                                                                                                                                                                                                                                                                                                                                                                                                                                        
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r11` (R4)                                                                                                                                                                                                                                                                                                                                                                                                                                                
           INFO     Adding `atopile_address`=`r11` to `r11` (R4)                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r15` (R5)                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `LCSC`=`C25804` to `r15` (R5)                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r15` (R5)                                                                                                                                                                                                                                                                                                                                                                                                                                  
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r15` (R5)                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r15` (R5)                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r15` (R5)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r15` (R5)                                                                                                                                                                                                             
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r15` (R5)                                                                                                                                                                                                                                                                                                                                                   
           INFO     Updating `Reference`->`R5` on `r15` (R5)                                                                                                                                                                                                                                                                                                                                                                                                                                                        
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r15` (R5)                                                                                                                                                                                                                                                                                                                                                                                                                                                
           INFO     Adding `atopile_address`=`r15` to `r15` (R5)                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r16` (R6)                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `LCSC`=`C25804` to `r16` (R6)                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r16` (R6)                                                                                                                                                                                                                                                                                                                                                                                                                                  
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r16` (R6)                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r16` (R6)                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r16` (R6)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r16` (R6)                                                                                                                                                                                                             
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r16` (R6)                                                                                                                                                                                                                                                                                                                                                   
           INFO     Updating `Reference`->`R6` on `r16` (R6)                                                                                                                                                                                                                                                                                                                                                                                                                                                        
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r16` (R6)                                                                                                                                                                                                                                                                                                                                                                                                                                                
           INFO     Adding `atopile_address`=`r16` to `r16` (R6)                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r2` (R2)                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `LCSC`=`C25804` to `r2` (R2)                                                                                                                                                                                                                                                                                                                                                                                                                                                             
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r2` (R2)                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r2` (R2)                                                                                                                                                                                                                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r2` (R2)                                                                                                                                                                                                                                                
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r2` (R2)                                                                                                                                                                                                                                            
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r2` (R2)                                                                                                                                                                                                              
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r2` (R2)                                                                                                                                                                                                                                                                                                                                                    
           INFO     Updating `Reference`->`R2` on `r2` (R2)                                                                                                                                                                                                                                                                                                                                                                                                                                                         
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r2` (R2)                                                                                                                                                                                                                                                                                                                                                                                                                                                 
           INFO     Adding `atopile_address`=`r2` to `r2` (R2)                                                                                                                                                                                                                                                                                                                                                                                                                                                      
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r20` (R7)                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `LCSC`=`C25804` to `r20` (R7)                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r20` (R7)                                                                                                                                                                                                                                                                                                                                                                                                                                  
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r20` (R7)                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r20` (R7)                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r20` (R7)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r20` (R7)                                                                                                                                                                                                             
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r20` (R7)                                                                                                                                                                                                                                                                                                                                                   
           INFO     Updating `Reference`->`R7` on `r20` (R7)                                                                                                                                                                                                                                                                                                                                                                                                                                                        
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r20` (R7)                                                                                                                                                                                                                                                                                                                                                                                                                                                
           INFO     Adding `atopile_address`=`r20` to `r20` (R7)                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r21` (R8)                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `LCSC`=`C25804` to `r21` (R8)                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r21` (R8)                                                                                                                                                                                                                                                                                                                                                                                                                                  
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r21` (R8)                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r21` (R8)                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r21` (R8)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r21` (R8)                                                                                                                                                                                                             
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r21` (R8)                                                                                                                                                                                                                                                                                                                                                   
           INFO     Updating `Reference`->`R8` on `r21` (R8)                                                                                                                                                                                                                                                                                                                                                                                                                                                        
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r21` (R8)                                                                                                                                                                                                                                                                                                                                                                                                                                                
           INFO     Adding `atopile_address`=`r21` to `r21` (R8)                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r23` (R9)                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `LCSC`=`C25804` to `r23` (R9)                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r23` (R9)                                                                                                                                                                                                                                                                                                                                                                                                                                  
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r23` (R9)                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r23` (R9)                                                                                                                                                                                                                                               
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r23` (R9)                                                                                                                                                                                                                                           
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r23` (R9)                                                                                                                                                                                                             
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r23` (R9)                                                                                                                                                                                                                                                                                                                                                   
           INFO     Updating `Reference`->`R9` on `r23` (R9)                                                                                                                                                                                                                                                                                                                                                                                                                                                        
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r23` (R9)                                                                                                                                                                                                                                                                                                                                                                                                                                                
           INFO     Adding `atopile_address`=`r23` to `r23` (R9)                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r24` (R10)                                                                                                                                                                                                                                                                                                                                                                                                                                          
           INFO     Adding `LCSC`=`C25804` to `r24` (R10)                                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r24` (R10)                                                                                                                                                                                                                                                                                                                                                                                                                                 
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r24` (R10)                                                                                                                                                                                                                                                                                                                                                                                                                                             
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r24` (R10)                                                                                                                                                                                                                                              
